College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
2715,"Nandha  College (Autonomous), Erode.",EC,Electronics &Communication,152,140,90,135,,,
2715,"Nandha  College (Autonomous), Erode.",EE,Electrical & Electronics,143.5,135,119.5,124,,115.5,
2715,"Nandha  College (Autonomous), Erode.",IT,Information Technology,149,139,134.5,134.5,,117,
2715,"Nandha  College (Autonomous), Erode.",ME,Mechanical,122,86.5,100.5,105.5,,101,
2715,"Nandha  College (Autonomous), Erode.",SC,Computer Science (Cyber Security),148,141.5,124,134,,106.5,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",AD,Artificial Intelligence & Data Science,191,188,188,186,162,143.5,132
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CB,Computer Science Business System,187,185.5,183.5,182.5,142.5,125,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CD,Computer Sciencedesign,185.5,183.5,181.5,180,140.5,131.5,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CE,Civil Engineering,163,153,159,145.5,129.5,126,143
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CJ,M. Tech Computer Science (5Y),184.5,181.5,,176,149.5,136,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CS,Computer Science,192.5,190,188.5,187,157,152.5,135.5
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,189.5,186.5,183.5,182.5,153,134.5,117
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,184.5,180.5,179,173,136,131,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",IT,Information Technology,189,187,182,184.205,144.5,133.5,141
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",ME,Mechanical,169,163.5,160.5,154.5,129,128,138
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",MZ,Mechatronics,172,166.5,161,159,121.5,115,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",SC,Computer Science (Cyber Security),187.5,186,183.5,181.5,146.5,137.5,121
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",AD,Artificial Intelligence & Data Science,181,176,173,172,143,151,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",AE,Aeronautical,163.5,150.5,,146.5,119.5,,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",BM,Bio Medical,160.5,152.5,149,137,121.5,94,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",CE,Civil Engineering,138.5,129.5,,118.5,,108.5,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",CJ,M. Tech Computer Science (5Y),172,164,160,161.5,112,,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",CS,Computer Science,183,175,175.5,172.5,142,119,144.5
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",EC,Electronics &Communication,175.5,171.5,167,164,130.5,126.5,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",EE,Electrical & Electronics,170,163,152,159,118,90.5,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",EI,Electronics And Instrumentation,167,160.5,164.5,146.5,123.5,108,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",IT,Information Technology,179.5,174,173.5,168.5,130.5,118,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",ME,Mechanical,157.5,146.5,149.5,134,99,,
2719,"Sri Ramakrishna  College (Autonomous),Coimbatore.",RM,Robotics And Automation,164,157.3333333,154,156.5,100.5,,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",AD,Artificial Intelligence & Data Science,185,177.5,171,176,145.5,135.5,119.5
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",AM,Computer Science (AIML),183.5,177,174.5,172.5,140,130.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",CE,Civil Engineering,147.5,142.5,146.5,132,109.5,108.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",CI,Computer Science (IoT),178.5,175,170,169,139,122.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",CS,Computer Science,184.5,179.5,176,173.5,141,131.5,148.76
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,181,175,173,172,140,130,125
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,173.5,168.78,156.5,162.5,120.5,97.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",IT,Information Technology,181,177,175,172.5,142.5,126,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",ME,Mechanical,162.5,155.5,161,144.5,109.5,,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",SC,Computer Science (Cyber Security),180.5,175,173.5,171.5,140,129.5,
2723,"Velalar College of  and Technology (Autonomous), Erode.",AD,Artificial Intelligence & Data Science,167.5,159,163,143,122,,
2723,"Velalar College of  and Technology (Autonomous), Erode.",AM,Computer Science (AIML),149,142.5,141.5,140.5,,,
2723,"Velalar College of  and Technology (Autonomous), Erode.",BM,Bio Medical,146,129,103.5,126.5,102.5,93,
2723,"Velalar College of  and Technology (Autonomous), Erode.",CE,Civil Engineering,131.5,118,108,113,106.5,,
2723,"Velalar College of  and Technology (Autonomous), Erode.",CS,Computer Science,167,154.5,141.5,153,,,
2723,"Velalar College of  and Technology (Autonomous), Erode.",EC,Electronics &Communication,154.5,145.5,113,137,,,
2723,"Velalar College of  and Technology (Autonomous), Erode.",EE,Electrical & Electronics,149.5,138.5,,124,,102.5,
2723,"Velalar College of  and Technology (Autonomous), Erode.",IT,Information Technology,158,147.5,134,143.5,,141,
2723,"Velalar College of  and Technology (Autonomous), Erode.",MD,Medical Electronics,148,135,,121.5,104,124.5,
2723,"Velalar College of  and Technology (Autonomous), Erode.",ME,Mechanical,135.5,120.5,108.5,,,121.5,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",CS,Computer Science,163.5,155.5,150,149,108.5,,131.5
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,162.5,157,141.5,146.5,96.5,,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,153.5,150.5,,140.5,,,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",IT,Information Technology,165,155.5,142,156,119,,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",ME,Mechanical,141,129,121,116,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AG,Agricultural,127.5,,,,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AL,Artificial Intelligence And Machine Learning,160,151,155,144.5,80.5,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AO,Aerospace,161.5,147,138.5,138.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AU,Automobile Engineering,138.5,118.5,,106.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",BM,Bio Medical,147.5,135,146.5,130.5,,125,
2726,"SNS College of Technology (Autonomous), Coimbatore.",CE,Civil Engineering,123.5,,,,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",CS,Computer Science,165.5,156,155,151,108,120,
2726,"SNS College of Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,159.5,149,143,143.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,148,143.5,,131.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",FD,Food Technology,136.5,112.5,,105,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",IT,Information Technology,165,154,149.5,150,108,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",ME,Mechanical,131.5,116,,107.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",MZ,Mechatronics,150.5,133.5,136.5,131,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",AD,Artificial Intelligence & Data Science,162.5,152.5,145,143.5,,101,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",AG,Agricultural,142,128,125,,,,99.5
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",AL,Artificial Intelligence And Machine Learning,157,148,146,140.5,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",BM,Bio Medical,139,126,,111,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",BT,Bio Technology,157.5,146,132,134.5,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",CE,Civil Engineering,129.5,,115,102.5,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",CS,Computer Science,166.5,157,156,147,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",EC,Electronics &Communication,160.5,151,135,142,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",EE,Electrical & Electronics,147.5,143.5,140.5,138,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",FD,Food Technology,139.045,123,,,,,103.5
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",IT,Information Technology,160,150,135,145.5,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",ME,Mechanical,139,129.5,,117,,,
2727,"Sri Shakthi Institute of  and Technology (Autonomous), Comibatore.",SC,Computer Science (Cyber Security),158,147.5,147,140.5,,,
2729,"Nehru Institute of  and Technology, Coimbatore.",AD,Artificial Intelligence & Data Science,165.5,149,151.5,144,137,,109.5
2729,"Nehru Institute of  and Technology, Coimbatore.",AE,Aeronautical,152.5,125,149,130.5,121,137,
2729,"Nehru Institute of  and Technology, Coimbatore.",CB,Computer Science Business System,146,137,144.5,140.5,106.5,97.5,
2729,"Nehru Institute of  and Technology, Coimbatore.",CS,Computer Science,161,147.5,150,142,139.5,115,123.5
2729,"Nehru Institute of  and Technology, Coimbatore.",EC,Electronics &Communication,151.5,138.5,134,138,93,94.5,
2729,"Nehru Institute of  and Technology, Coimbatore.",EE,Electrical & Electronics,138.5,130,103,130,,98.5,95.5
2729,"Nehru Institute of  and Technology, Coimbatore.",IT,Information Technology,158,144.5,151,143.5,134,142.5,
2729,"Nehru Institute of  and Technology, Coimbatore.",ME,Mechanical,117.5,107,91.5,100.5,,,
2729,"Nehru Institute of  and Technology, Coimbatore.",MZ,Mechatronics,131,120.5,120,113,,,
2731,"R V S College of  and Technology, Sulur, Coimbatore.",AD,Artificial Intelligence & Data Science,174.5,139.5,155,143.5,115.5,122,
2731,"R V S College of  and Technology, Sulur, Coimbatore.",CS,Computer Science,176.5,146,128.5,145.5,122.5,107,
2731,"R V S College of  and Technology, Sulur, Coimbatore.",EC,Electronics &Communication,180.5,148.5,126.5,136.5,94,115,144.5
2731,"R V S College of  and Technology, Sulur, Coimbatore.",EE,Electrical & Electronics,128.5,111.5,123,100.5,89,,
2731,"R V S College of  and Technology, Sulur, Coimbatore.",IT,Information Technology,178.5,167.5,136.5,137.5,126.5,,
2731,"R V S College of  and Technology, Sulur, Coimbatore.",ME,Mechanical,121.5,,,,103.5,,
2731,"R V S College of  and Technology, Sulur, Coimbatore.",PC,Petro Chemical Engineering Technology,120,,,,,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",AD,Artificial Intelligence & Data Science,160,152,147,149,115,118.5,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",CD,Computer Sciencedesign,154.5,146,130,142,112.5,131,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",CS,Computer Science,161.5,152.5,155.5,147.5,106,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",EC,Electronics &Communication,156,148.5,154,143,,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",EE,Electrical & Electronics,143,142,133,132.5,96.5,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",IT,Information Technology,160.5,150.5,155,146,101,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",ME,Mechanical,129.5,110.5,,104,,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",MO,Mechanical And Mechatronics Additive (Additive Manufacturing),131.5,118,,117.5,,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",SB,Computer Science Iot And Cyber Security Including Block Chain (IoT) and Cyber Security including Block Chain Technology),159.5,148.5,151.5,143,110,,
2734,"SNS College of  (Autonomous), Kurumbapalayam, Coimbatore.",TS,Computer Science Technology,155,146.5,145,142,95,,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",AD,Artificial Intelligence & Data Science,176,169.5,166.5,172.5,145,155,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",CS,Computer Science,172,166,170.5,157,130,130,154
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",EC,Electronics &Communication,168,159,151.5,149.5,109,125,124.5
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",EE,Electrical & Electronics,159,154.5,,146.5,117,119.5,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",IT,Information Technology,172,166.5,170.5,166.5,138.5,146.5,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",ME,Mechanical,139,121.5,120.5,128,,115.5,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",AD,Artificial Intelligence & Data Science,168.5,157.5,150,151,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",BM,Bio Medical,155.5,142,,139.5,106,131,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",CB,Computer Science Business System,161.5,154,141.5,145,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",CE,Civil Engineering,130.5,123.5,,117,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",CS,Computer Science,172,165.5,145.5,154.5,103.5,,117.5
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,161.5,154,148,143,,99.5,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,152,143.5,130,131,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",IT,Information Technology,165,160,142.5,147.5,,132,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",ME,Mechanical,142.5,131.5,,109.5,,108,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",SC,Computer Science (Cyber Security),163,153.5,135.5,142,,,
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",AD,Artificial Intelligence & Data Science,182.5,177,176,174,138.5,140.5,
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",AM,Computer Science (AIML),179.5,176,177,169,140.5,117.5,
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",CB,Computer Science Business System,180,176,171,168.5,136,121.5,130.5
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",CO,Computer And Communication,180,175.5,173.5,168,130.5,135.5,122
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",CS,Computer Science,186,179.5,178.5,178,150.5,127.5,169
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",EC,Electronics &Communication,180.5,175,170.5,169.5,135,151,
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",EE,Electrical & Electronics,175,174.5,174.5,163,127.5,143.5,140
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",IT,Information Technology,182.5,177.5,181,175,150,137.5,
2739,"Sri Eshwar College of  (Autonomous), Kinathukadavu, Coimbatore.",ME,Mechanical,169.5,162.5,165,155.5,114,111,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",AD,Artificial Intelligence & Data Science,179.5,163,166,156,139,143,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",AE,Aeronautical,138.5,123.5,131.5,117,,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",CS,Computer Science,157,149.5,142,145.5,94.5,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,150.5,145.5,143.5,138,,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",IT,Information Technology,157,147.5,155.5,142,114.5,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",ME,Mechanical,126,107,108.5,109.5,,,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",AD,Artificial Intelligence & Data Science,165.5,159.5,149.5,157,139,153,124
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",AE,Aeronautical,145,124,,113,112,111.5,121.5
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",AG,Agricultural,143,125,101.5,108,126.5,132,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",AM,Computer Science (AIML),156,150.5,147.5,143.5,124,162.5,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",BM,Bio Medical,141.5,130.5,139.5,128.5,119.5,138.5,140.5
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",BT,Bio Technology,145.5,129,111,127.5,116,123.5,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",CB,Computer Science Business System,153.5,145,147,144.5,115,131.5,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",CS,Computer Science,163,154,136.5,151,134,146,
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,157,149.5,140,143.5,110.5,114,109.5
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,146,142,115.5,130.5,104,,108.5
2750,"KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous), Coimbatore.",ME,Mechanical,133.5,124,113,117.5,106.5,111,
2755,"Nehru Institute of Technology (Autonomous), Coimbatore.",AE,Aeronautical,159,125.5,141.5,132,108,,
2755,"Nehru Institute of Technology (Autonomous), Coimbatore.",AG,Agricultural,113.5,,86,,,,
2755,"Nehru Institute of Technology (Autonomous), Coimbatore.",CE,Civil Engineering,118,,,93,,,
2755,"Nehru Institute of Technology (Autonomous), Coimbatore.",CS,Computer Science,153.5,143,151,142,108,89,
2755,"Nehru Institute of Technology (Autonomous), Coimbatore.",FD,Food Technology,133,104,105.5,,,,
2755,"Nehru Institute of Technology (Autonomous), Coimbatore.",IT,Information Technology,154,142.5,139.5,142,121,119,93.5
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",AD,Artificial Intelligence & Data Science,183,179,179,174,161,163.5,
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",AM,Computer Science (AIML),184,180.5,176,171,148,,123
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",BM,Bio Medical,167,161,152.5,158.5,127.5,160.135,
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",CB,Computer Science Business System,179.5,177.5,169.5,170.5,141.5,150.5,153
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",CE,Civil Engineering,160.5,153.5,137,140,121,122,
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",CH,Chemical Engineering,163.5,157.5,149.5,136,128,133.5,108
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",CS,Computer Science,188,182.5,175,177.065,149.5,158,156.5
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",EC,Electronics &Communication,184,179,172.5,171,147.5,134.5,
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",EE,Electrical & Electronics,175.5,173,165,169,136,133.5,123
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",IT,Information Technology,186,181,171.5,176.5,146,136.5,
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",ME,Mechanical,165.5,159,142,152.5,134,128,
2764,"K P R Institute of  and Technology (Autonomous), Coimbatore.",MZ,Mechatronics,171,164.5,159,156,131,128,
3011,University College of  (BIT Campus - Trichy.,AU,Automobile Engineering,126,,,,,,
3011,University College of  (BIT Campus - Trichy.,BT,Bio Technology,167.5,153,158.5,152.5,108,124.5,
3011,University College of  (BIT Campus - Trichy.,CE,Civil Engineering,139.5,101,119.5,,115,115,135.5
3011,University College of  (BIT Campus - Trichy.,CS,Computer Science,179,169.5,173,165.5,152.5,130,115.5
3011,University College of  (BIT Campus - Trichy.,EC,Electronics &Communication,168,159.5,161,153,144.5,108.5,108.5
3011,University College of  (BIT Campus - Trichy.,EE,Electrical & Electronics,153.5,138,140.5,136.5,123.5,,143.5
3011,University College of  (BIT Campus - Trichy.,IT,Information Technology,173,165,168.5,163,145.5,99.5,
3011,University College of  (BIT Campus - Trichy.,ME,Mechanical,137.5,109.5,122,107.5,97.5,,
3011,University College of  (BIT Campus - Trichy.,PC,Petro Chemical Engineering Technology,137,101.5,135,,,118.5,
3011,University College of  (BIT Campus - Trichy.,PH,Pharmaceutical Technology,147,128.5,116.5,129,116,,
3011,University College of  (BIT Campus - Trichy.,XC,Civil Engineering (Tamil Medium),147.5,,,,,111.5,
3011,University College of  (BIT Campus - Trichy.,XM,Mechanical (Tamil Medium),,,,,,,
3464,"Government College of , Thanjavur.",CE,Civil Engineering,134.5,,125,112,113.5,120,
3464,"Government College of , Thanjavur.",CS,Computer Science,175,170,170,162.5,153,140.5,
3464,"Government College of , Thanjavur.",EC,Electronics &Communication,167.5,157.5,148.5,155,143,134.5,128
3464,"Government College of , Thanjavur.",EE,Electrical & Electronics,150,139,139.5,140,123,127,116
3464,"Government College of , Thanjavur.",ME,Mechanical,136,119,129.5,118.5,113,,
3465,"Government College of , Srirangam, Trichy.",CE,Civil Engineering,140,118.5,131.5,116,101,130.5,128
3465,"Government College of , Srirangam, Trichy.",CS,Computer Science,183,170.5,180,174,163,119.5,156.5
3465,"Government College of , Srirangam, Trichy.",EC,Electronics &Communication,175.5,163.5,153,160.5,148,109.5,
3465,"Government College of , Srirangam, Trichy.",EE,Electrical & Electronics,160,147,156.5,149.5,130.5,114.5,
3465,"Government College of , Srirangam, Trichy.",ME,Mechanical,151.5,138.5,138.5,129,116,103.5,136
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",AD,Artificial Intelligence & Data Science,156,148,153.5,138.5,120,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",AM,Computer Science (AIML),154,147,148.5,135.5,115.5,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",CE,Civil Engineering,122.5,,119.5,,,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",CS,Computer Science,160.5,150.5,149,142.5,119.5,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",EC,Electronics &Communication,149,142,142.5,129.5,92,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",EE,Electrical & Electronics,139.5,135.5,129.5,117,,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",IT,Information Technology,155.5,145.5,148.5,138,111.5,,
3701,"K Ramakrishnan College of Technology (Autonomous), Trichy.",ME,Mechanical,128,119,127.5,,,,
3795,"SRM TRP  College, Irungalur, Trichy.",AD,Artificial Intelligence & Data Science,168,160,161,142.5,121,,
3795,"SRM TRP  College, Irungalur, Trichy.",CE,Civil Engineering,114.5,,,,,,
3795,"SRM TRP  College, Irungalur, Trichy.",CS,Computer Science,161.5,149,147.5,141.6666667,119,108,
3795,"SRM TRP  College, Irungalur, Trichy.",EC,Electronics &Communication,152.5,143.5,144.5,134.5,100,,
3795,"SRM TRP  College, Irungalur, Trichy.",EE,Electrical & Electronics,135,129.5,122.5,126,,,
3795,"SRM TRP  College, Irungalur, Trichy.",ME,Mechanical,119.5,,,,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",AD,Artificial Intelligence & Data Science,153,139,145,131.5,113.5,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",AE,Aeronautical,122,,115,,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",AG,Agricultural,105,,,,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",BM,Bio Medical,129,,85.5,,,104.5,123.5
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",BT,Bio Technology,136,,,92.5,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",CE,Civil Engineering,99.5,,,,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",CH,Chemical Engineering,140.5,,118,116,,123.5,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",CS,Computer Science,167,151.5,166,144.5,,115,90.5
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",EC,Electronics &Communication,142,129,152.5,124.5,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",EE,Electrical & Electronics,129,98,94,115,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",FD,Food Technology,132,,,,92,109.5,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",IT,Information Technology,151,140.5,150.5,139.5,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",ME,Mechanical,126,,,101.5,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",PH,Pharmaceutical Technology,101,,,,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",RM,Robotics And Automation,131,,112.5,,,,
3805,"Dhanalakshmi Srinivasan  College (Autonomous), Perambalur.",SC,Computer Science (Cyber Security),156,145.5,152.5,136,125,,
3819,"Saranathan College of , Trichy.",AD,Artificial Intelligence & Data Science,171.5,162,166.5,158.5,134.5,,
3819,"Saranathan College of , Trichy.",AM,Computer Science (AIML),165,159,165,149.5,136,,133
3819,"Saranathan College of , Trichy.",CB,Computer Science Business System,161.5,150.5,159.5,143,119,,
3819,"Saranathan College of , Trichy.",CE,Civil Engineering,143,,141.5,131,,,
3819,"Saranathan College of , Trichy.",CS,Computer Science,177,167.5,174,156,144.5,134.5,
3819,"Saranathan College of , Trichy.",EC,Electronics &Communication,167,157,158.5,148,120,,
3819,"Saranathan College of , Trichy.",EE,Electrical & Electronics,154,142,149.5,121.5,,142,
3819,"Saranathan College of , Trichy.",IC,Instrumentation And Control,145,138.5,158.5,132.5,102,,
3819,"Saranathan College of , Trichy.",IT,Information Technology,170,164.5,168.5,154.5,140,,150
3819,"Saranathan College of , Trichy.",ME,Mechanical,144.5,127.5,136,,,,
3826,"Kongunadu College of  and Technology (Autonomous), Trichy.",AD,Artificial Intelligence & Data Science,169.5,155,150.5,159,135.5,139,123
3826,"Kongunadu College of  and Technology (Autonomous), Trichy.",AG,Agricultural,134.5,119.5,114,117.5,116,115.5,115
3826,"Kongunadu College of  and Technology (Autonomous), Trichy.",BM,Bio Medical,146,121.5,130,139.5,130,126,104
3826,"Kongunadu College of  and Technology (Autonomous), Trichy.",CE,Civil Engineering,139,116,114,121.5,117,108.5,
3826,"Kongunadu College of  and Technology (Autonomous), Trichy.",CS,Computer Science,169,150.5,150.5,142.5,119,119,
3826,"Kongunadu College of  and Technology (Autonomous), Trichy.",EC,Electronics &Communication,157,148,144.5,143.5,120,116.5,
